game_date,pitcher_name,opponent,ballpark,fantasy_points,last_start_fp,season_avg_fp_prior,streamer_category
7/21/2025,Jack Flaherty,PIT,PIT,0,12,11.05789474,Probably Start
7/27/2025,Jack Flaherty,TOR,DET,24,0,10.505,Questionable Start
8/1/2025,Jack Flaherty,PHI,PHI,18,24,11.14761905,Probably Start
8/6/2025,Jack Flaherty,MIN,DET,-3.4,18,11.45909091,Probably Start
8/12/2025,Jack Flaherty,CHW,CHW,-0.7,-3.4,10.81304348,Probably Start
8/18/2025,Jack Flaherty,HOU,DET,31,-0.7,10.33333333,Probably Start
8/24/2025,Jack Flaherty,KCR,DET,-8,31,11.16,Probably Start
8/30/2025,Jack Flaherty,KCR,KCR,11.6,-8,10.42307692,Questionable Start
9/5/2025,Jack Flaherty,CHW,DET,-1.7,11.6,10.46666667,Probably Start
9/10/2025,Jack Flaherty,NYY,NYY,24,-1.7,10.03214286,Questionable Start
9/17/2025,Jack Flaherty,CLE,DET,10,24,10.5137931,Probably Start
9/24/2025,Jack Flaherty,CLE,CLE,7.3,10,10.49666667,Probably Start
4/4/2025,Mitch Keller,NYY,PIT,-12.4,19,19,Questionable Start
4/9/2025,Mitch Keller,STL,PIT,22.3,-12.4,3.3,Questionable Start
4/15/2025,Mitch Keller,WSN,PIT,7,22.3,9.633333333,Questionable Start
4/20/2025,Mitch Keller,CLE,PIT,7,7,8.975,Questionable Start
4/26/2025,Mitch Keller,LAD,LAD,14,7,8.58,NA
5/2/2025,Mitch Keller,SDP,PIT,1,14,9.483333333,Questionable Start
5/7/2025,Mitch Keller,STL,STL,8,1,8.271428571,Questionable Start
5/13/2025,Mitch Keller,NYM,NYM,19,8,8.2375,Questionable Start
5/19/2025,Mitch Keller,CIN,PIT,14,19,9.433333333,Questionable Start
5/24/2025,Mitch Keller,MIL,PIT,16,14,9.89,Questionable Start
5/30/2025,Mitch Keller,SDP,SDP,8,16,10.44545455,Questionable Start
6/5/2025,Mitch Keller,HOU,PIT,2.3,8,10.24166667,Do Not Start
6/10/2025,Mitch Keller,MIA,PIT,8,2.3,9.630769231,Questionable Start
6/15/2025,Mitch Keller,CHC,CHC,12,8,9.514285714,Do Not Start
6/21/2025,Mitch Keller,TEX,PIT,11.6,12,9.68,Do Not Start
6/27/2025,Mitch Keller,NYM,PIT,16.3,11.6,9.8,Do Not Start
7/2/2025,Mitch Keller,STL,PIT,27,16.3,10.18235294,Do Not Start
7/8/2025,Mitch Keller,KCR,KCR,14.6,27,11.11666667,Questionable Start
7/13/2025,Mitch Keller,MIN,MIN,15,14.6,11.3,Questionable Start
7/22/2025,Mitch Keller,DET,PIT,13,15,11.485,Questionable Start
7/28/2025,Mitch Keller,SFG,SFG,-5,13,11.55714286,Questionable Start
8/3/2025,Mitch Keller,COL,COL,6,-5,10.80454545,Do Not Start
8/8/2025,Mitch Keller,CIN,PIT,5.6,6,10.59565217,Probably Start
8/13/2025,Mitch Keller,MIL,MIL,-5,5.6,10.3875,Questionable Start
8/19/2025,Mitch Keller,TOR,PIT,-6.7,-5,9.772,Do Not Start
8/26/2025,Mitch Keller,STL,STL,22,-6.7,9.138461538,Questionable Start
8/31/2025,Mitch Keller,BOS,BOS,17,22,9.614814815,Do Not Start
9/6/2025,Mitch Keller,MIL,PIT,13.3,17,9.878571429,Questionable Start
9/12/2025,Mitch Keller,WSN,WSN,10.3,13.3,9.996551724,Questionable Start
9/19/2025,Mitch Keller,ATH,PIT,6,10.3,10.00666667,Questionable Start
9/26/2025,Mitch Keller,ATL,ATL,5.6,6,9.877419355,Questionable Start
8/17/2025,Cristian Javier,BAL,HOU,6,16,16,Probably Start
8/23/2025,Cristian Javier,BAL,BAL,-4,6,11,Probably Start
8/29/2025,Cristian Javier,LAA,HOU,21,-4,6,Questionable Start
9/4/2025,Cristian Javier,NYY,HOU,-0.7,21,9.75,Questionable Start
9/11/2025,Cristian Javier,TOR,TOR,9,-0.7,7.66,Questionable Start
9/17/2025,Cristian Javier,TEX,HOU,17,9,7.883333333,Questionable Start
9/23/2025,Cristian Javier,ATH,ATH,3.6,17,9.185714286,Questionable Start
4/2/2025,Jeffrey Springs,CHC,ATH,-5,28,28,Probably Start
4/8/2025,Jeffrey Springs,SDP,ATH,12,-5,11.5,Probably Start
4/15/2025,Jeffrey Springs,CHW,CHW,12,12,11.66666667,Probably Start
4/20/2025,Jeffrey Springs,MIL,MIL,-7.7,12,11.75,Probably Start
4/26/2025,Jeffrey Springs,CHW,ATH,3,-7.7,7.86,NA
5/1/2025,Jeffrey Springs,TEX,TEX,21,3,7.05,Do Not Start
5/6/2025,Jeffrey Springs,SEA,ATH,8,21,9.042857143,Questionable Start
5/13/2025,Jeffrey Springs,LAD,LAD,20,8,8.9125,Do Not Start
5/18/2025,Jeffrey Springs,SFG,SFG,19.6,20,10.14444444,Questionable Start
5/24/2025,Jeffrey Springs,PHI,ATH,12,19.6,11.09,NA
5/30/2025,Jeffrey Springs,TOR,TOR,-16,12,11.17272727,Questionable Start
6/15/2025,Jeffrey Springs,KCR,KCR,9,-16,8.908333333,Questionable Start
6/20/2025,Jeffrey Springs,CLE,ATH,26.3,9,8.915384615,Questionable Start
6/26/2025,Jeffrey Springs,DET,DET,10,26.3,10.15714286,Questionable Start
7/1/2025,Jeffrey Springs,TBR,TBR,8.3,10,10.14666667,Questionable Start
7/8/2025,Jeffrey Springs,ATL,ATH,16,8.3,10.03125,Do Not Start
7/13/2025,Jeffrey Springs,TOR,ATH,19.6,16,10.38235294,Do Not Start
7/20/2025,Jeffrey Springs,CLE,CLE,-3,19.6,10.89444444,Questionable Start
7/25/2025,Jeffrey Springs,HOU,HOU,19,-3,10.16315789,Do Not Start
7/30/2025,Jeffrey Springs,SEA,ATH,25,19,10.605,Do Not Start
8/6/2025,Jeffrey Springs,WSN,WSN,20,25,11.29047619,Do Not Start
8/11/2025,Jeffrey Springs,TBR,ATH,-4.7,20,11.68636364,Questionable Start
8/17/2025,Jeffrey Springs,LAA,ATH,-3.4,-4.7,10.97391304,Questionable Start
8/23/2025,Jeffrey Springs,SEA,SEA,12.3,-3.4,10.375,Questionable Start
8/29/2025,Jeffrey Springs,TEX,ATH,5.6,12.3,10.452,Questionable Start
9/3/2025,Jeffrey Springs,STL,STL,12,5.6,10.26538462,Questionable Start
9/9/2025,Jeffrey Springs,BOS,ATH,3,12,10.32962963,Questionable Start
9/16/2025,Jeffrey Springs,BOS,BOS,7,3,10.06785714,Do Not Start
9/23/2025,Jeffrey Springs,HOU,ATH,16,7,9.962068966,Questionable Start
8/28/2025,Nabil Crismatt,MIL,MIL,9.6,14,14,Do Not Start
9/2/2025,Nabil Crismatt,TEX,ARI,9.3,9.6,11.8,Questionable Start
9/8/2025,Nabil Crismatt,SFG,SFG,0,9.3,10.96666667,Do Not Start
9/14/2025,Nabil Crismatt,MIN,MIN,21,0,8.225,Do Not Start
4/1/2025,Logan Webb,HOU,HOU,25,5,5,Auto Start
4/7/2025,Logan Webb,CIN,SFG,27,25,15,Auto Start
4/13/2025,Logan Webb,NYY,NYY,10,27,19,Auto Start
4/18/2025,Logan Webb,LAA,LAA,24,10,16.75,Auto Start
4/23/2025,Logan Webb,MIL,SFG,20.3,24,18.2,Auto Start
4/29/2025,Logan Webb,SDP,SDP,1,20.3,18.55,Auto Start
5/4/2025,Logan Webb,COL,SFG,22,1,16.04285714,Auto Start
5/10/2025,Logan Webb,MIN,MIN,20,22,16.7875,Auto Start
5/16/2025,Logan Webb,ATH,SFG,24,20,17.14444444,Auto Start
5/21/2025,Logan Webb,KCR,SFG,1,24,17.83,Auto Start
5/27/2025,Logan Webb,DET,DET,14,1,16.3,Auto Start
6/2/2025,Logan Webb,SDP,SFG,25,14,16.10833333,Auto Start
6/7/2025,Logan Webb,ATL,SFG,18,25,16.79230769,Auto Start
6/13/2025,Logan Webb,LAD,LAD,21,18,16.87857143,Auto Start
6/19/2025,Logan Webb,CLE,SFG,26,21,17.15333333,Auto Start
6/25/2025,Logan Webb,MIA,SFG,11,26,17.70625,Auto Start
6/30/2025,Logan Webb,ARI,ARI,11.3,11,17.31176471,Auto Start
7/5/2025,Logan Webb,ATH,ATH,15.6,11.3,16.97777778,Auto Start
7/11/2025,Logan Webb,LAD,SFG,7.3,15.6,16.90526316,Auto Start
7/19/2025,Logan Webb,TOR,TOR,-1,7.3,16.425,Auto Start
7/25/2025,Logan Webb,NYM,SFG,-5,-1,15.5952381,Auto Start
7/30/2025,Logan Webb,PIT,SFG,15.6,-5,14.65909091,Auto Start
8/5/2025,Logan Webb,PIT,PIT,24,15.6,14.7,Auto Start
8/11/2025,Logan Webb,SDP,SFG,4.3,24,15.0875,Auto Start
8/17/2025,Logan Webb,TBR,SFG,30,4.3,14.656,Auto Start
8/23/2025,Logan Webb,MIL,MIL,19,30,15.24615385,Auto Start
8/28/2025,Logan Webb,CHC,SFG,15,19,15.38518519,Probably Start
9/2/2025,Logan Webb,COL,COL,14,15,15.37142857,Probably Start
9/8/2025,Logan Webb,ARI,SFG,21,14,15.32413793,Auto Start
9/13/2025,Logan Webb,LAD,SFG,-7,21,15.51333333,Probably Start
9/18/2025,Logan Webb,LAD,LAD,19,-7,14.78709677,Probably Start
9/23/2025,Logan Webb,STL,SFG,7,19,14.91875,Auto Start
9/28/2025,Logan Webb,COL,SFG,25.3,7,14.67878788,Auto Start
4/2/2025,Dylan Cease,CLE,SDP,23.3,7.3,7.3,Auto Start
4/8/2025,Dylan Cease,ATH,ATH,-14,23.3,15.3,Auto Start
4/14/2025,Dylan Cease,CHC,SDP,9.6,-14,5.533333333,Auto Start
4/20/2025,Dylan Cease,HOU,HOU,10,9.6,6.55,Auto Start
4/26/2025,Dylan Cease,TBR,SDP,4.3,10,7.24,NA
5/2/2025,Dylan Cease,PIT,PIT,5,4.3,6.75,Auto Start
5/7/2025,Dylan Cease,NYY,NYY,22.6,5,6.5,Probably Start
5/13/2025,Dylan Cease,LAA,SDP,18.6,22.6,8.5125,Auto Start
5/20/2025,Dylan Cease,TOR,TOR,17,18.6,9.633333333,Auto Start
5/25/2025,Dylan Cease,ATL,ATL,10,17,10.37,NA
5/31/2025,Dylan Cease,PIT,SDP,4.6,10,10.33636364,Auto Start
6/5/2025,Dylan Cease,SFG,SFG,8,4.6,9.858333333,Auto Start
6/10/2025,Dylan Cease,LAD,SDP,29,8,9.715384615,Probably Start
6/16/2025,Dylan Cease,LAD,LAD,3,29,11.09285714,Probably Start
6/21/2025,Dylan Cease,KCR,SDP,19.6,3,10.55333333,Auto Start
6/27/2025,Dylan Cease,CIN,CIN,6,19.6,11.11875,Auto Start
7/2/2025,Dylan Cease,PHI,PHI,6,6,10.81764706,Auto Start
7/9/2025,Dylan Cease,ARI,SDP,6,6,10.55,Probably Start
7/18/2025,Dylan Cease,WSN,WSN,21.3,6,10.31052632,Probably Start
7/23/2025,Dylan Cease,MIA,MIA,9,21.3,10.86,Auto Start
7/28/2025,Dylan Cease,NYM,SDP,1.6,9,10.77142857,Probably Start
8/3/2025,Dylan Cease,STL,SDP,27,1.6,10.35454545,Auto Start
8/10/2025,Dylan Cease,BOS,SDP,20,27,11.07826087,Auto Start
8/16/2025,Dylan Cease,LAD,LAD,-2.7,20,11.45,Probably Start
8/21/2025,Dylan Cease,SFG,SDP,11,-2.7,10.884,Auto Start
8/26/2025,Dylan Cease,SEA,SEA,2.3,11,10.88846154,Probably Start
9/1/2025,Dylan Cease,BAL,SDP,8,2.3,10.57037037,Probably Start
9/7/2025,Dylan Cease,COL,COL,17,8,10.47857143,Questionable Start
9/13/2025,Dylan Cease,COL,SDP,21,17,10.70344828,Auto Start
9/19/2025,Dylan Cease,CHW,CHW,9,21,11.04666667,Probably Start
9/24/2025,Dylan Cease,MIL,SDP,13,9,10.98064516,Questionable Start
4/2/2025,Freddy Peralta,KCR,MIL,28,14,14,Auto Start
4/8/2025,Freddy Peralta,COL,COL,18,28,21,Auto Start
4/13/2025,Freddy Peralta,ARI,ARI,9.3,18,20,Auto Start
4/18/2025,Freddy Peralta,ATH,MIL,17,9.3,17.325,Auto Start
4/23/2025,Freddy Peralta,SFG,SFG,5,17,17.26,Auto Start
4/29/2025,Freddy Peralta,CHW,CHW,18,5,15.21666667,Auto Start
5/4/2025,Freddy Peralta,CHC,MIL,25,18,15.61428571,Auto Start
5/12/2025,Freddy Peralta,CLE,CLE,4.3,25,16.7875,Auto Start
5/18/2025,Freddy Peralta,MIN,MIL,18,4.3,15.4,Auto Start
5/23/2025,Freddy Peralta,PIT,PIT,5.3,18,15.66,Auto Start
5/28/2025,Freddy Peralta,BOS,MIL,6,5.3,14.71818182,Auto Start
6/3/2025,Freddy Peralta,CIN,CIN,11,6,13.99166667,Auto Start
6/8/2025,Freddy Peralta,SDP,MIL,18,11,13.76153846,NA
6/13/2025,Freddy Peralta,STL,MIL,22,18,14.06428571,Auto Start
6/19/2025,Freddy Peralta,CHC,CHC,16,22,14.59333333,Probably Start
6/24/2025,Freddy Peralta,PIT,MIL,15,16,14.68125,Auto Start
7/2/2025,Freddy Peralta,NYM,NYM,22,15,14.7,Auto Start
7/7/2025,Freddy Peralta,LAD,MIL,24,22,15.10555556,Probably Start
7/13/2025,Freddy Peralta,WSN,MIL,24.6,24,15.57368421,Auto Start
7/19/2025,Freddy Peralta,LAD,LAD,8,24.6,16.025,Probably Start
7/25/2025,Freddy Peralta,MIA,MIL,15,8,15.64285714,Auto Start
7/30/2025,Freddy Peralta,CHC,MIL,-4,15,15.61363636,Probably Start
8/5/2025,Freddy Peralta,ATL,ATL,18,-4,14.76086957,Auto Start
8/12/2025,Freddy Peralta,PIT,MIL,26,18,14.89583333,Auto Start
8/18/2025,Freddy Peralta,CHC,CHC,25,26,15.34,Probably Start
8/23/2025,Freddy Peralta,SFG,MIL,15,25,15.71153846,Auto Start
8/29/2025,Freddy Peralta,TOR,TOR,29,15,15.68518519,Auto Start
9/4/2025,Freddy Peralta,PHI,MIL,18,29,16.16071429,Auto Start
9/10/2025,Freddy Peralta,TEX,TEX,6,18,16.22413793,Auto Start
9/16/2025,Freddy Peralta,LAA,MIL,27,6,15.88333333,Auto Start
9/22/2025,Freddy Peralta,SDP,SDP,12,27,16.24193548,Auto Start
9/28/2025,Freddy Peralta,CIN,MIL,4,12,16.109375,Auto Start
4/1/2025,Sandy Alcantara,NYM,MIA,17,9.6,9.6,Auto Start
4/12/2025,Sandy Alcantara,WSN,MIA,4.6,17,13.3,Auto Start
4/18/2025,Sandy Alcantara,PHI,PHI,-11,4.6,10.4,Auto Start
4/23/2025,Sandy Alcantara,CIN,MIA,9,-11,5.05,Auto Start
4/29/2025,Sandy Alcantara,LAD,LAD,-17.4,9,5.84,Questionable Start
5/5/2025,Sandy Alcantara,LAD,MIA,2,-17.4,1.966666667,Questionable Start
5/11/2025,Sandy Alcantara,CHW,CHW,5.6,2,1.971428571,Auto Start
5/17/2025,Sandy Alcantara,TBR,MIA,3,5.6,2.425,Questionable Start
5/23/2025,Sandy Alcantara,LAA,LAA,4.3,3,2.488888889,Questionable Start
5/28/2025,Sandy Alcantara,SDP,SDP,-11,4.3,2.67,Questionable Start
6/3/2025,Sandy Alcantara,COL,MIA,13,-11,1.427272727,Questionable Start
6/10/2025,Sandy Alcantara,PIT,PIT,25,13,2.391666667,Questionable Start
6/16/2025,Sandy Alcantara,PHI,MIA,10,25,4.130769231,Questionable Start
6/22/2025,Sandy Alcantara,ATL,MIA,13,10,4.55,Questionable Start
6/28/2025,Sandy Alcantara,ARI,ARI,-2,13,5.113333333,Questionable Start
7/4/2025,Sandy Alcantara,MIL,MIA,6,-2,4.66875,Questionable Start
7/9/2025,Sandy Alcantara,CIN,CIN,-4,6,4.747058824,Questionable Start
7/18/2025,Sandy Alcantara,KCR,MIA,2,-4,4.261111111,Do Not Start
7/23/2025,Sandy Alcantara,SDP,MIA,26,2,4.142105263,Do Not Start
7/29/2025,Sandy Alcantara,STL,STL,18,26,5.235,Questionable Start
8/4/2025,Sandy Alcantara,HOU,MIA,4,18,5.842857143,Do Not Start
8/9/2025,Sandy Alcantara,ATL,ATL,-2,4,5.759090909,Do Not Start
8/15/2025,Sandy Alcantara,BOS,BOS,20,-2,5.42173913,NA
8/20/2025,Sandy Alcantara,STL,MIA,27,20,6.029166667,Questionable Start
8/26/2025,Sandy Alcantara,ATL,MIA,19,27,6.868,Questionable Start
8/31/2025,Sandy Alcantara,NYM,NYM,25,19,7.334615385,Questionable Start
9/6/2025,Sandy Alcantara,PHI,MIA,6,25,7.988888889,Questionable Start
9/12/2025,Sandy Alcantara,DET,MIA,26,6,7.917857143,Questionable Start
9/18/2025,Sandy Alcantara,COL,COL,18.6,26,8.54137931,Probably Start
9/26/2025,Sandy Alcantara,NYM,MIA,17,18.6,8.876666667,Questionable Start
7/30/2025,Kolby Allard,COL,CLE,13.3,7,7,Do Not Start
4/4/2025,Dean Kremer,KCR,KCR,1.3,9.3,9.3,Questionable Start
4/9/2025,Dean Kremer,ARI,ARI,-4.4,1.3,5.3,Questionable Start
4/16/2025,Dean Kremer,CLE,BAL,15.3,-4.4,2.066666667,Questionable Start
4/22/2025,Dean Kremer,WSN,WSN,-1.7,15.3,5.375,Questionable Start
4/27/2025,Dean Kremer,DET,DET,0.6,-1.7,3.96,Do Not Start
5/2/2025,Dean Kremer,KCR,BAL,24,0.6,3.4,Do Not Start
5/8/2025,Dean Kremer,MIN,MIN,20,24,6.342857143,Do Not Start
5/14/2025,Dean Kremer,MIN,BAL,2.6,20,8.05,Do Not Start
5/19/2025,Dean Kremer,MIL,MIL,2.3,2.6,7.444444444,Do Not Start
5/25/2025,Dean Kremer,BOS,BOS,16.3,2.3,6.93,NA
5/31/2025,Dean Kremer,CHW,BAL,20,16.3,7.781818182,Questionable Start
6/6/2025,Dean Kremer,ATH,ATH,-1.7,20,8.8,Do Not Start
6/17/2025,Dean Kremer,TBR,TBR,16,-1.7,7.992307692,Do Not Start
6/22/2025,Dean Kremer,NYY,NYY,14.6,16,8.564285714,Do Not Start
6/29/2025,Dean Kremer,TBR,BAL,28,14.6,8.966666667,Do Not Start
7/5/2025,Dean Kremer,ATL,ATL,-3.7,28,10.15625,Do Not Start
7/11/2025,Dean Kremer,MIA,BAL,29,-3.7,9.341176471,Questionable Start
7/19/2025,Dean Kremer,TBR,TBR,19,29,10.43333333,Questionable Start
7/25/2025,Dean Kremer,COL,BAL,5,19,10.88421053,Probably Start
7/30/2025,Dean Kremer,TOR,BAL,6,5,10.59,Do Not Start
8/5/2025,Dean Kremer,PHI,PHI,7,6,10.37142857,Questionable Start
8/12/2025,Dean Kremer,SEA,BAL,22,7,10.21818182,Do Not Start
8/17/2025,Dean Kremer,HOU,HOU,29,22,10.73043478,Questionable Start
8/23/2025,Dean Kremer,HOU,BAL,-1,29,11.49166667,Questionable Start
8/29/2025,Dean Kremer,SFG,SFG,-15,-1,10.992,Questionable Start
9/5/2025,Dean Kremer,LAD,BAL,12,-15,9.992307692,Do Not Start
9/16/2025,Dean Kremer,CHW,CHW,13.6,12,10.06666667,Questionable Start
9/23/2025,Dean Kremer,TBR,BAL,26.3,13.6,10.19285714,Questionable Start
4/6/2025,Corbin Burnes,WSN,WSN,-1,9.3,9.3,Auto Start
4/12/2025,Corbin Burnes,MIL,ARI,9,-1,4.15,Auto Start
4/18/2025,Corbin Burnes,CHC,CHC,11,9,5.766666667,Auto Start
4/24/2025,Corbin Burnes,TBR,ARI,15.3,11,7.075,Auto Start
4/30/2025,Corbin Burnes,NYM,NYM,15,15.3,8.72,Auto Start
5/10/2025,Corbin Burnes,LAD,ARI,24,15,9.766666667,Questionable Start
5/16/2025,Corbin Burnes,COL,ARI,28,24,11.8,Auto Start
5/21/2025,Corbin Burnes,LAD,LAD,18,28,13.825,Questionable Start
5/27/2025,Corbin Burnes,PIT,ARI,15,18,14.28888889,Auto Start
6/1/2025,Corbin Burnes,WSN,ARI,11.6,15,14.36,Auto Start
5/20/2025,Keegan Akin,MIL,MIL,4,3.6,3.6,NA
6/12/2025,Keegan Akin,DET,BAL,3,4,3.8,NA
4/4/2025,Walker Buehler,STL,BOS,6,0.3,0.3,Questionable Start
4/10/2025,Walker Buehler,TOR,BOS,18.3,6,3.15,Questionable Start
4/15/2025,Walker Buehler,TBR,TBR,13,18.3,8.2,Questionable Start
4/21/2025,Walker Buehler,CHW,BOS,26,13,9.4,Questionable Start
4/26/2025,Walker Buehler,CLE,CLE,12,26,12.72,NA
5/20/2025,Walker Buehler,NYM,BOS,8.3,12,12.6,Do Not Start
5/25/2025,Walker Buehler,BAL,BOS,8,8.3,11.98571429,NA
5/31/2025,Walker Buehler,ATL,ATL,-0.4,8,11.4875,Questionable Start
6/6/2025,Walker Buehler,NYY,NYY,-11,-0.4,10.16666667,Do Not Start
6/11/2025,Walker Buehler,TBR,BOS,20,-11,8.05,Questionable Start
6/17/2025,Walker Buehler,SEA,SEA,-16.7,20,9.136363636,Questionable Start
6/23/2025,Walker Buehler,LAA,LAA,-5,-16.7,6.983333333,Do Not Start
6/29/2025,Walker Buehler,TOR,BOS,0,-5,6.061538462,Do Not Start
7/5/2025,Walker Buehler,WSN,WSN,10,0,5.628571429,Do Not Start
7/10/2025,Walker Buehler,TBR,BOS,6,10,5.92,Do Not Start
7/21/2025,Walker Buehler,PHI,PHI,16,6,5.925,Do Not Start
7/27/2025,Walker Buehler,LAD,BOS,1.6,16,6.517647059,Do Not Start
8/2/2025,Walker Buehler,HOU,BOS,-5.7,1.6,6.244444444,Do Not Start
8/8/2025,Walker Buehler,SDP,SDP,21,-5.7,5.615789474,Do Not Start
8/13/2025,Walker Buehler,HOU,HOU,5,21,6.385,Do Not Start
8/19/2025,Walker Buehler,BAL,BOS,4,5,6.319047619,Do Not Start
9/12/2025,Walker Buehler,KCR,PHI,15,4,6.213636364,Do Not Start
9/25/2025,Walker Buehler,MIA,PHI,16,15,6.595652174,Questionable Start
4/6/2025,Ronel Blanco,MIN,MIN,-9.4,9,9,Probably Start
4/11/2025,Ronel Blanco,LAA,HOU,17,-9.4,-0.2,Questionable Start
4/16/2025,Ronel Blanco,STL,STL,2,17,5.533333333,Questionable Start
4/22/2025,Ronel Blanco,TOR,HOU,20.6,2,4.65,Questionable Start
4/28/2025,Ronel Blanco,DET,HOU,10,20.6,7.84,Questionable Start
5/5/2025,Ronel Blanco,MIL,MIL,9,10,8.2,Questionable Start
5/11/2025,Ronel Blanco,CIN,HOU,37,9,8.314285714,Probably Start
5/17/2025,Ronel Blanco,TEX,TEX,9,37,11.9,Questionable Start
4/7/2025,Dustin May,WSN,WSN,11,17,17,Auto Start
4/14/2025,Dustin May,COL,LAD,25,11,14,Auto Start
4/22/2025,Dustin May,CHC,CHC,-7,25,17.66666667,Probably Start
4/28/2025,Dustin May,MIA,LAD,4.3,-7,11.5,Auto Start
5/4/2025,Dustin May,ATL,ATL,6.6,4.3,10.06,Questionable Start
5/10/2025,Dustin May,ARI,ARI,11.6,6.6,9.483333333,Questionable Start
5/16/2025,Dustin May,LAA,LAD,7,11.6,9.785714286,Probably Start
5/21/2025,Dustin May,ARI,LAD,23,7,9.4375,Do Not Start
5/27/2025,Dustin May,CLE,CLE,17,23,10.94444444,Questionable Start
6/2/2025,Dustin May,NYM,LAD,11,17,11.55,Questionable Start
6/9/2025,Dustin May,SDP,SDP,-4,11,11.5,Questionable Start
6/15/2025,Dustin May,SFG,LAD,10,-4,10.20833333,Probably Start
6/21/2025,Dustin May,WSN,LAD,10,10,10.19230769,Questionable Start
6/27/2025,Dustin May,KCR,KCR,-2,10,10.17857143,Questionable Start
7/3/2025,Dustin May,CHW,LAD,26,-2,9.366666667,Questionable Start
7/11/2025,Dustin May,SFG,SFG,-6.4,26,10.40625,Questionable Start
7/27/2025,Dustin May,BOS,BOS,7,-6.4,9.417647059,Do Not Start
8/6/2025,Dustin May,KCR,BOS,0.6,7,9.283333333,Do Not Start
8/12/2025,Dustin May,HOU,HOU,25,0.6,8.826315789,Do Not Start
8/18/2025,Dustin May,BAL,BOS,9,25,9.635,Questionable Start
8/24/2025,Dustin May,NYY,NYY,-2.7,9,9.604761905,Do Not Start
8/30/2025,Dustin May,PIT,BOS,-3.7,-2.7,9.045454545,Do Not Start
6/22/2025,Shohei Ohtani,WSN,LAD,5,-1,-1,NA
6/28/2025,Shohei Ohtani,KCR,KCR,5,5,2,NA
7/5/2025,Shohei Ohtani,HOU,LAD,8,5,3,NA
7/12/2025,Shohei Ohtani,SFG,SFG,11,8,4.25,NA
7/21/2025,Shohei Ohtani,MIN,LAD,5,11,5.6,Do Not Start
7/30/2025,Shohei Ohtani,CIN,CIN,2,5,5.5,Do Not Start
8/6/2025,Shohei Ohtani,STL,LAD,16,2,5,Do Not Start
8/13/2025,Shohei Ohtani,LAA,LAA,6.3,16,6.375,Questionable Start
8/20/2025,Shohei Ohtani,COL,COL,-4,6.3,6.366666667,Probably Start
8/27/2025,Shohei Ohtani,CIN,LAD,23,-4,5.33,Auto Start
9/5/2025,Shohei Ohtani,BAL,BAL,10.6,23,6.936363636,NA
9/16/2025,Shohei Ohtani,PHI,LAD,19,10.6,7.241666667,Auto Start
9/23/2025,Shohei Ohtani,ARI,ARI,21,19,8.146153846,Auto Start
4/1/2025,Michael King,CLE,SDP,28,-4.4,-4.4,Auto Start
4/7/2025,Michael King,ATH,ATH,6.6,28,11.8,Auto Start
4/13/2025,Michael King,COL,SDP,37,6.6,10.06666667,Auto Start
4/19/2025,Michael King,HOU,HOU,12.6,37,16.8,Auto Start
4/25/2025,Michael King,TBR,SDP,19,12.6,15.96,Auto Start
4/30/2025,Michael King,SFG,SDP,20.6,19,16.46666667,Auto Start
5/6/2025,Michael King,NYY,NYY,11,20.6,17.05714286,Auto Start
5/12/2025,Michael King,LAA,SDP,13.6,11,16.3,Auto Start
5/18/2025,Michael King,SEA,SDP,10.3,13.6,16,Auto Start
8/9/2025,Michael King,BOS,SDP,-3,10.3,15.43,Do Not Start
9/9/2025,Michael King,CIN,SDP,9,-3,13.75454545,Questionable Start
9/16/2025,Michael King,NYM,NYM,-15,9,13.35833333,Auto Start
9/21/2025,Michael King,CHW,CHW,16,-15,11.17692308,Probably Start
9/27/2025,Michael King,ARI,SDP,6.6,16,11.52142857,Auto Start
4/3/2025,Tanner Houck,BAL,BAL,5,-0.4,-0.4,Questionable Start
4/9/2025,Tanner Houck,TOR,BOS,11.6,5,2.3,Questionable Start
4/14/2025,Tanner Houck,TBR,TBR,-26.7,11.6,5.4,Probably Start
4/20/2025,Tanner Houck,CHW,BOS,16,-26.7,-2.625,Questionable Start
4/26/2025,Tanner Houck,CLE,CLE,4,16,1.1,NA
5/1/2025,Tanner Houck,TOR,TOR,21,4,1.583333333,Do Not Start
5/7/2025,Tanner Houck,TEX,BOS,2.6,21,4.357142857,Questionable Start
5/12/2025,Tanner Houck,DET,DET,-27.7,2.6,4.1375,Questionable Start
4/4/2025,Jesus Luzardo,LAD,PHI,30,20,20,Questionable Start
4/10/2025,Jesus Luzardo,ATL,ATL,15,30,25,Probably Start
4/15/2025,Jesus Luzardo,SFG,PHI,6.3,15,21.66666667,Auto Start
4/20/2025,Jesus Luzardo,MIA,PHI,18,6.3,17.825,Auto Start
4/26/2025,Jesus Luzardo,CHC,CHC,22,18,17.86,NA
5/2/2025,Jesus Luzardo,ARI,PHI,7.3,22,18.55,Auto Start
5/8/2025,Jesus Luzardo,TBR,TBR,7.3,7.3,16.94285714,Auto Start
5/14/2025,Jesus Luzardo,STL,PHI,23,7.3,15.7375,Auto Start
5/20/2025,Jesus Luzardo,COL,COL,26,23,16.54444444,Auto Start
5/25/2025,Jesus Luzardo,ATH,ATH,15,26,17.49,NA
