game_date,pitcher_name,opponent,ballpark,fantasy_points,last_start_fp,season_avg_fp_prior,streamer_category
9/6/2025,Joe Ryan,KCR,KCR,-10,28,16.84230769,Auto Start
9/13/2025,Joe Ryan,ARI,MIN,6,-10,15.84814815,Auto Start
9/20/2025,Joe Ryan,CLE,MIN,4,6,15.49642857,Auto Start
9/26/2025,Joe Ryan,PHI,PHI,17,4,15.1,Probably Start
4/6/2025,Kris Bubic,BAL,KCR,26.6,26,26,Questionable Start
4/11/2025,Kris Bubic,CLE,CLE,11,26.6,26.3,Probably Start
4/16/2025,Kris Bubic,NYY,NYY,4.3,11,21.2,Questionable Start
4/22/2025,Kris Bubic,COL,KCR,23,4.3,16.975,Probably Start
4/27/2025,Kris Bubic,HOU,KCR,3,23,18.18,Probably Start
5/3/2025,Kris Bubic,BAL,BAL,18,3,15.65,Probably Start
5/8/2025,Kris Bubic,CHW,KCR,26,18,15.98571429,Probably Start
5/13/2025,Kris Bubic,HOU,HOU,18.3,26,17.2375,Probably Start
5/19/2025,Kris Bubic,SFG,SFG,26,18.3,17.35555556,Auto Start
5/25/2025,Kris Bubic,MIN,MIN,24,26,18.22,NA
6/1/2025,Kris Bubic,DET,KCR,22,24,18.74545455,Auto Start
6/11/2025,Kris Bubic,NYY,KCR,-4.7,22,19.01666667,Probably Start
6/18/2025,Kris Bubic,TEX,TEX,10.3,-4.7,17.19230769,Auto Start
6/24/2025,Kris Bubic,TBR,KCR,14,10.3,16.7,Auto Start
6/29/2025,Kris Bubic,LAD,KCR,11,14,16.52,Questionable Start
7/4/2025,Kris Bubic,ARI,ARI,16,11,16.175,Probably Start
7/9/2025,Kris Bubic,PIT,KCR,7.6,16,16.16470588,Auto Start
7/20/2025,Kris Bubic,MIA,MIA,18,7.6,15.68888889,Auto Start
7/26/2025,Kris Bubic,CLE,KCR,-5.4,18,15.81052632,Auto Start
7/12/2025,Cole Sands,PIT,MIN,6,5,5,NA
7/27/2025,Cole Sands,WSN,MIN,3,6,5.5,NA
5/10/2025,Stephen Kolek,COL,COL,32,18.3,18.3,Do Not Start
5/16/2025,Stephen Kolek,SEA,SDP,0,32,25.15,Do Not Start
5/22/2025,Stephen Kolek,TOR,TOR,8,0,16.76666667,Do Not Start
5/27/2025,Stephen Kolek,MIA,SDP,3.3,8,14.575,Do Not Start
6/2/2025,Stephen Kolek,SFG,SFG,13.6,3.3,12.32,Do Not Start
6/7/2025,Stephen Kolek,MIL,MIL,10.6,13.6,12.53333333,Do Not Start
6/13/2025,Stephen Kolek,ARI,ARI,0.3,10.6,12.25714286,Do Not Start
6/18/2025,Stephen Kolek,LAD,LAD,8.3,0.3,10.7625,Do Not Start
6/23/2025,Stephen Kolek,WSN,SDP,3.3,8.3,10.48888889,Do Not Start
6/29/2025,Stephen Kolek,CIN,CIN,14.6,3.3,9.77,Do Not Start
7/5/2025,Stephen Kolek,TEX,SDP,-4.7,14.6,10.20909091,Do Not Start
7/22/2025,Stephen Kolek,MIA,MIA,5.6,-4.7,8.966666667,Do Not Start
7/27/2025,Stephen Kolek,STL,STL,14,5.6,8.707692308,Do Not Start
8/30/2025,Stephen Kolek,DET,KCR,15,14,9.085714286,Do Not Start
9/6/2025,Stephen Kolek,MIN,KCR,19,15,9.48,Do Not Start
9/11/2025,Stephen Kolek,CLE,CLE,16.6,19,10.075,Do Not Start
9/18/2025,Stephen Kolek,SEA,KCR,24.3,16.6,10.45882353,Do Not Start
9/24/2025,Stephen Kolek,LAA,LAA,9,24.3,11.22777778,Probably Start
4/4/2025,Jake Irvin,ARI,WSN,2,4,4,Questionable Start
4/9/2025,Jake Irvin,LAD,WSN,10,2,3,Do Not Start
4/15/2025,Jake Irvin,PIT,PIT,28,10,5.333333333,Probably Start
4/20/2025,Jake Irvin,COL,COL,25.3,28,11,Do Not Start
4/25/2025,Jake Irvin,NYM,WSN,17.3,25.3,13.86,Probably Start
4/30/2025,Jake Irvin,PHI,PHI,-3,17.3,14.43333333,Probably Start
5/6/2025,Jake Irvin,CLE,WSN,4.3,-3,11.94285714,Questionable Start
5/12/2025,Jake Irvin,ATL,ATL,4,4.3,10.9875,Questionable Start
5/17/2025,Jake Irvin,BAL,BAL,19.3,4,10.21111111,Do Not Start
5/24/2025,Jake Irvin,SFG,WSN,31,19.3,11.12,Questionable Start
5/30/2025,Jake Irvin,ARI,ARI,-3,31,12.92727273,Questionable Start
6/5/2025,Jake Irvin,CHC,WSN,2,-3,11.6,Do Not Start
6/11/2025,Jake Irvin,NYM,NYM,3,2,10.86153846,Do Not Start
6/16/2025,Jake Irvin,COL,WSN,11,3,10.3,Questionable Start
6/21/2025,Jake Irvin,LAD,LAD,17.3,11,10.34666667,Do Not Start
6/27/2025,Jake Irvin,LAA,LAA,-11.7,17.3,10.78125,Do Not Start
7/3/2025,Jake Irvin,DET,WSN,15,-11.7,9.458823529,Do Not Start
7/8/2025,Jake Irvin,STL,STL,3,15,9.766666667,Do Not Start
7/13/2025,Jake Irvin,MIL,MIL,15,3,9.410526316,Do Not Start
7/21/2025,Jake Irvin,CIN,WSN,-8.4,15,9.69,Do Not Start
7/27/2025,Jake Irvin,MIN,MIN,19,-8.4,8.828571429,Do Not Start
8/2/2025,Jake Irvin,MIL,WSN,-6,19,9.290909091,Do Not Start
8/8/2025,Jake Irvin,SFG,SFG,4.3,-6,8.626086957,Do Not Start
8/13/2025,Jake Irvin,KCR,KCR,-8,4.3,8.445833333,Do Not Start
8/19/2025,Jake Irvin,NYM,WSN,-2,-8,7.788,Do Not Start
8/24/2025,Jake Irvin,PHI,PHI,-5.7,-2,7.411538462,Do Not Start
8/30/2025,Jake Irvin,TBR,WSN,7,-5.7,6.925925926,Do Not Start
9/5/2025,Jake Irvin,CHC,CHC,-11.7,7,6.928571429,Do Not Start
9/10/2025,Jake Irvin,MIA,MIA,8,-11.7,6.286206897,Do Not Start
9/16/2025,Jake Irvin,ATL,WSN,3,8,6.343333333,Do Not Start
9/21/2025,Jake Irvin,NYM,NYM,13.3,3,6.235483871,Do Not Start
9/27/2025,Jake Irvin,CHW,WSN,9,13.3,6.45625,Do Not Start
4/17/2025,Edward Cabrera,ARI,MIA,1,9.6,9.6,Questionable Start
4/22/2025,Edward Cabrera,CIN,MIA,9,1,5.3,Questionable Start
4/28/2025,Edward Cabrera,LAD,LAD,-8,9,6.533333333,Do Not Start
5/4/2025,Edward Cabrera,ATH,MIA,7.6,-8,2.9,Do Not Start
5/10/2025,Edward Cabrera,CHW,CHW,11,7.6,3.84,Questionable Start
5/19/2025,Edward Cabrera,CHC,MIA,10,11,5.033333333,Do Not Start
5/25/2025,Edward Cabrera,LAA,LAA,25.6,10,5.742857143,NA
5/31/2025,Edward Cabrera,SFG,MIA,16.6,25.6,8.225,Questionable Start
6/6/2025,Edward Cabrera,TBR,TBR,7,16.6,9.155555556,Probably Start
6/13/2025,Edward Cabrera,WSN,WSN,6,7,8.94,Probably Start
6/19/2025,Edward Cabrera,PHI,MIA,16.3,6,8.672727273,Questionable Start
6/25/2025,Edward Cabrera,SFG,SFG,11.3,16.3,9.308333333,Questionable Start
7/1/2025,Edward Cabrera,MIN,MIA,29,11.3,9.461538462,Probably Start
7/6/2025,Edward Cabrera,MIL,MIA,17,29,10.85714286,Probably Start
7/11/2025,Edward Cabrera,BAL,BAL,2,17,11.26666667,Probably Start
7/22/2025,Edward Cabrera,SDP,MIA,19.6,2,10.6875,Questionable Start
7/28/2025,Edward Cabrera,STL,STL,13,19.6,11.21176471,Probably Start
8/3/2025,Edward Cabrera,NYY,MIA,25,13,11.31111111,Questionable Start
8/8/2025,Edward Cabrera,ATL,ATL,35,25,12.03157895,Probably Start
8/14/2025,Edward Cabrera,CLE,CLE,1.3,35,13.18,NA
8/19/2025,Edward Cabrera,STL,MIA,-1.7,1.3,12.61428571,Auto Start
8/25/2025,Edward Cabrera,ATL,MIA,33,-1.7,11.96363636,Probably Start
8/30/2025,Edward Cabrera,NYM,NYM,-3,33,12.87826087,Probably Start
9/23/2025,Edward Cabrera,PHI,PHI,3,-3,12.21666667,Do Not Start
9/28/2025,Edward Cabrera,NYM,MIA,20,3,11.848,Questionable Start
4/2/2025,Cole Ragans,MIL,MIL,16,5,5,Auto Start
4/8/2025,Cole Ragans,MIN,KCR,23,16,10.5,Auto Start
4/13/2025,Cole Ragans,CLE,CLE,30.6,23,14.66666667,Auto Start
4/18/2025,Cole Ragans,DET,DET,1,30.6,18.65,Auto Start
4/24/2025,Cole Ragans,COL,KCR,0,1,15.12,Auto Start
5/5/2025,Cole Ragans,CHW,KCR,26,0,12.6,Auto Start
5/10/2025,Cole Ragans,BOS,KCR,6,26,14.51428571,Auto Start
5/16/2025,Cole Ragans,STL,KCR,9,6,13.45,Auto Start
6/5/2025,Cole Ragans,STL,STL,-5,9,12.95555556,Probably Start
9/17/2025,Cole Ragans,SEA,KCR,6.6,-5,11.16,Probably Start
9/23/2025,Cole Ragans,LAA,LAA,22,6.6,10.74545455,Auto Start
9/28/2025,Cole Ragans,ATH,ATH,17.3,22,11.68333333,Auto Start
4/4/2025,Jose Soriano,CLE,LAA,6.3,27,27,Probably Start
4/10/2025,Jose Soriano,TBR,TBR,20.6,6.3,16.65,Probably Start
4/16/2025,Jose Soriano,TEX,TEX,-0.4,20.6,17.96666667,Probably Start
4/22/2025,Jose Soriano,PIT,LAA,-10.7,-0.4,13.375,Probably Start
4/27/2025,Jose Soriano,MIN,MIN,7,-10.7,8.56,Probably Start
5/2/2025,Jose Soriano,DET,LAA,16,7,8.3,Questionable Start
5/8/2025,Jose Soriano,TOR,LAA,3,16,9.4,Questionable Start
5/13/2025,Jose Soriano,SDP,SDP,19,3,8.6,Questionable Start
5/19/2025,Jose Soriano,ATH,ATH,11,19,9.755555556,Questionable Start
5/24/2025,Jose Soriano,MIA,LAA,-2.4,11,9.88,Probably Start
5/30/2025,Jose Soriano,CLE,CLE,17,-2.4,8.763636364,Questionable Start
6/4/2025,Jose Soriano,BOS,BOS,-12.4,17,9.45,Questionable Start
6/10/2025,Jose Soriano,ATH,LAA,27,-12.4,7.769230769,Questionable Start
6/16/2025,Jose Soriano,NYY,NYY,20,27,9.142857143,Do Not Start
6/21/2025,Jose Soriano,HOU,LAA,25.6,20,9.866666667,Questionable Start
6/27/2025,Jose Soriano,WSN,LAA,-11,25.6,10.85,Probably Start
7/3/2025,Jose Soriano,ATL,ATL,28,-11,9.564705882,Questionable Start
7/8/2025,Jose Soriano,TEX,LAA,-2,28,10.58888889,Probably Start
7/13/2025,Jose Soriano,ARI,LAA,8,-2,9.926315789,Questionable Start
7/20/2025,Jose Soriano,PHI,PHI,19,8,9.83,Questionable Start
7/25/2025,Jose Soriano,SEA,LAA,14,19,10.26666667,Questionable Start
7/30/2025,Jose Soriano,TEX,LAA,19,14,10.43636364,Questionable Start
8/5/2025,Jose Soriano,TBR,LAA,-6,19,10.80869565,Probably Start
8/11/2025,Jose Soriano,LAD,LAA,25,-6,10.10833333,Questionable Start
8/17/2025,Jose Soriano,ATH,ATH,1.6,25,10.704,Questionable Start
8/25/2025,Jose Soriano,TEX,TEX,21.6,1.6,10.35384615,Questionable Start
8/31/2025,Jose Soriano,HOU,HOU,30,21.6,10.77037037,Questionable Start
9/5/2025,Jose Soriano,ATH,LAA,-15.7,30,11.45714286,Questionable Start
9/11/2025,Jose Soriano,SEA,SEA,2,-15.7,10.52068966,Questionable Start
9/17/2025,Jose Soriano,MIL,MIL,-6.7,2,10.23666667,Questionable Start
4/2/2025,Hunter Greene,TEX,CIN,23,15,15,Auto Start
4/7/2025,Hunter Greene,SFG,SFG,31.6,23,19,Auto Start
4/13/2025,Hunter Greene,PIT,CIN,31,31.6,23.2,Auto Start
4/19/2025,Hunter Greene,BAL,BAL,-5,31,25.15,Auto Start
4/26/2025,Hunter Greene,COL,COL,18,-5,19.12,NA
5/2/2025,Hunter Greene,WSN,CIN,29,18,18.93333333,Auto Start
5/7/2025,Hunter Greene,ATL,ATL,13,29,20.37142857,Auto Start
5/23/2025,Hunter Greene,CHC,CIN,5,13,19.45,Probably Start
5/28/2025,Hunter Greene,KCR,KCR,6,5,17.84444444,Auto Start
6/3/2025,Hunter Greene,MIL,CIN,10,6,16.66,Auto Start
8/13/2025,Hunter Greene,PHI,CIN,26,10,16.05454545,Questionable Start
8/19/2025,Hunter Greene,LAA,LAA,18.3,26,16.88333333,Auto Start
8/25/2025,Hunter Greene,LAD,LAD,4,18.3,16.99230769,Auto Start
9/1/2025,Hunter Greene,TOR,CIN,17.3,4,16.06428571,Auto Start
9/7/2025,Hunter Greene,NYM,CIN,33,17.3,16.14666667,Auto Start
9/13/2025,Hunter Greene,ATH,ATH,-8.7,33,17.2,Auto Start
9/18/2025,Hunter Greene,CHC,CIN,39,-8.7,15.67647059,Auto Start
9/24/2025,Hunter Greene,PIT,CIN,14,39,16.97222222,Auto Start
4/2/2025,MacKenzie Gore,TOR,TOR,3,30,30,Auto Start
4/7/2025,MacKenzie Gore,LAD,WSN,20,3,16.5,Questionable Start
4/13/2025,MacKenzie Gore,MIA,MIA,6,20,17.66666667,Auto Start
4/19/2025,MacKenzie Gore,COL,COL,26,6,14.75,Questionable Start
4/24/2025,MacKenzie Gore,BAL,WSN,17,26,17,Probably Start
4/29/2025,MacKenzie Gore,PHI,PHI,13,17,17,Probably Start
5/4/2025,MacKenzie Gore,CIN,CIN,14,13,16.42857143,Auto Start
5/11/2025,MacKenzie Gore,STL,WSN,9.6,14,16.125,Auto Start
5/16/2025,MacKenzie Gore,BAL,BAL,2.6,9.6,15.4,Auto Start
5/23/2025,MacKenzie Gore,SFG,WSN,20,2.6,14.12,Auto Start
5/29/2025,MacKenzie Gore,SEA,SEA,22,20,14.65454545,Auto Start
6/4/2025,MacKenzie Gore,CHC,WSN,29,22,15.26666667,Auto Start
6/10/2025,MacKenzie Gore,NYM,NYM,15,29,16.32307692,Auto Start
6/15/2025,MacKenzie Gore,MIA,WSN,10,15,16.22857143,Auto Start
6/20/2025,MacKenzie Gore,LAD,LAD,-1.4,10,15.81333333,Probably Start
6/25/2025,MacKenzie Gore,SDP,SDP,14,-1.4,14.7375,Auto Start
7/2/2025,MacKenzie Gore,DET,WSN,6.3,14,14.69411765,Auto Start
7/9/2025,MacKenzie Gore,STL,STL,22,6.3,14.22777778,Auto Start
7/20/2025,MacKenzie Gore,SDP,WSN,-18.7,22,14.63684211,Auto Start
7/25/2025,MacKenzie Gore,MIN,MIN,10,-18.7,12.97,Auto Start
7/30/2025,MacKenzie Gore,HOU,HOU,-1.7,10,12.82857143,Auto Start
8/5/2025,MacKenzie Gore,ATH,WSN,-20,-1.7,12.16818182,Auto Start
8/10/2025,MacKenzie Gore,SFG,SFG,29,-20,10.76956522,Probably Start
8/15/2025,MacKenzie Gore,PHI,WSN,15,29,11.52916667,NA
8/21/2025,MacKenzie Gore,NYM,WSN,1.3,15,11.668,Auto Start
8/26/2025,MacKenzie Gore,NYY,NYY,7,1.3,11.26923077,Questionable Start
9/11/2025,MacKenzie Gore,MIA,MIA,9,7,11.11111111,Auto Start
9/16/2025,MacKenzie Gore,ATL,WSN,15.3,9,11.03571429,Probably Start
9/22/2025,MacKenzie Gore,ATL,ATL,-7,15.3,11.18275862,Probably Start
4/1/2025,Logan Gilbert,DET,SEA,13,25,25,Auto Start
4/7/2025,Logan Gilbert,HOU,SEA,17.6,13,19,Auto Start
4/13/2025,Logan Gilbert,TEX,SEA,21,17.6,18.53333333,Auto Start
4/19/2025,Logan Gilbert,TOR,TOR,8.6,21,19.15,Auto Start
4/25/2025,Logan Gilbert,MIA,SEA,12,8.6,17.04,Auto Start
6/16/2025,Logan Gilbert,BOS,SEA,17,12,16.2,Questionable Start
6/22/2025,Logan Gilbert,CHC,CHC,10,17,16.31428571,Auto Start
6/27/2025,Logan Gilbert,TEX,TEX,8.3,10,15.525,Auto Start
7/2/2025,Logan Gilbert,KCR,SEA,11.6,8.3,14.72222222,Auto Start
7/8/2025,Logan Gilbert,NYY,NYY,4.3,11.6,14.41,Auto Start
7/13/2025,Logan Gilbert,DET,DET,16.3,4.3,13.49090909,Auto Start
7/22/2025,Logan Gilbert,MIL,SEA,31.3,16.3,13.725,Auto Start
7/27/2025,Logan Gilbert,LAA,LAA,8,31.3,15.07692308,Auto Start
8/1/2025,Logan Gilbert,TEX,SEA,14,8,14.57142857,Auto Start
8/7/2025,Logan Gilbert,CHW,SEA,14,14,14.53333333,Auto Start
8/13/2025,Logan Gilbert,BAL,BAL,14.3,14,14.5,Auto Start
8/18/2025,Logan Gilbert,PHI,PHI,-14,14.3,14.48823529,Auto Start
8/24/2025,Logan Gilbert,ATH,SEA,30,-14,12.90555556,Auto Start
8/30/2025,Logan Gilbert,CLE,CLE,13,30,13.80526316,Auto Start
9/5/2025,Logan Gilbert,ATL,ATL,17,13,13.765,Auto Start
9/10/2025,Logan Gilbert,STL,SEA,12.6,17,13.91904762,Auto Start
9/16/2025,Logan Gilbert,KCR,KCR,13.6,12.6,13.85909091,Auto Start
9/21/2025,Logan Gilbert,HOU,HOU,21,13.6,13.84782609,Auto Start
9/27/2025,Logan Gilbert,LAD,SEA,11,21,14.14583333,Auto Start
4/8/2025,Shane Baz,LAA,TBR,16,26,26,Auto Start
4/14/2025,Shane Baz,BOS,TBR,30,16,21,Auto Start
4/19/2025,Shane Baz,NYY,TBR,-5.7,30,24,Probably Start
4/25/2025,Shane Baz,SDP,SDP,27,-5.7,16.575,Probably Start
5/1/2025,Shane Baz,KCR,TBR,-9.4,27,18.66,Auto Start
5/7/2025,Shane Baz,PHI,TBR,-9.7,-9.4,13.98333333,Probably Start
5/13/2025,Shane Baz,TOR,TOR,6.6,-9.7,10.6,Probably Start
5/18/2025,Shane Baz,MIA,MIA,-2,6.6,10.1,Auto Start
5/24/2025,Shane Baz,TOR,TBR,15.6,-2,8.755555556,Questionable Start
5/29/2025,Shane Baz,HOU,HOU,5.6,15.6,9.44,Questionable Start
6/4/2025,Shane Baz,TEX,TBR,13,5.6,9.090909091,Probably Start
6/9/2025,Shane Baz,BOS,BOS,8.3,13,9.416666667,Questionable Start
6/15/2025,Shane Baz,NYM,NYM,22.6,8.3,9.330769231,Probably Start
6/20/2025,Shane Baz,DET,TBR,8.3,22.6,10.27857143,Probably Start
6/26/2025,Shane Baz,KCR,KCR,34,8.3,10.14666667,Probably Start
7/1/2025,Shane Baz,ATH,TBR,18,34,11.6375,Probably Start
7/7/2025,Shane Baz,DET,DET,10,18,12.01176471,Auto Start
7/12/2025,Shane Baz,BOS,BOS,12.3,10,11.9,Probably Start
7/21/2025,Shane Baz,CHW,TBR,-10,12.3,11.92105263,Probably Start
7/27/2025,Shane Baz,CIN,CIN,9,-10,10.825,Probably Start
8/1/2025,Shane Baz,LAD,TBR,3,9,10.73809524,Questionable Start
8/6/2025,Shane Baz,LAA,LAA,6,3,10.38636364,Questionable Start
8/12/2025,Shane Baz,ATH,ATH,12,6,10.19565217,Questionable Start
8/19/2025,Shane Baz,NYY,TBR,-9,12,10.27083333,Questionable Start
8/26/2025,Shane Baz,CLE,CLE,14,-9,9.5,Questionable Start
9/1/2025,Shane Baz,SEA,TBR,22,14,9.673076923,Questionable Start
9/6/2025,Shane Baz,CLE,TBR,13,22,10.12962963,Questionable Start
9/12/2025,Shane Baz,CHC,CHC,-7.7,13,10.23214286,Questionable Start
9/18/2025,Shane Baz,TOR,TBR,21,-7.7,9.613793103,Questionable Start
9/24/2025,Shane Baz,BAL,BAL,12,21,9.993333333,Probably Start
4/2/2025,Tarik Skubal,SEA,SEA,8.6,2,2,Auto Start
4/8/2025,Tarik Skubal,NYY,DET,25,8.6,5.3,Auto Start
4/14/2025,Tarik Skubal,MIL,MIL,31,25,11.86666667,Auto Start
4/20/2025,Tarik Skubal,KCR,DET,7,31,16.65,Auto Start
4/27/2025,Tarik Skubal,BAL,DET,30,7,14.72,Auto Start
5/2/2025,Tarik Skubal,LAA,LAA,20,30,17.26666667,Auto Start
5/9/2025,Tarik Skubal,TEX,DET,34,20,17.65714286,Auto Start
5/14/2025,Tarik Skubal,BOS,DET,11.3,34,19.7,Auto Start
5/20/2025,Tarik Skubal,STL,STL,11.6,11.3,18.76666667,Auto Start
5/25/2025,Tarik Skubal,CLE,DET,43,11.6,18.05,NA
5/31/2025,Tarik Skubal,KCR,KCR,26,43,20.31818182,Auto Start
6/6/2025,Tarik Skubal,CHC,DET,22.6,26,20.79166667,Auto Start
6/12/2025,Tarik Skubal,BAL,BAL,27,22.6,20.93076923,Auto Start
6/19/2025,Tarik Skubal,PIT,DET,13.6,27,21.36428571,Auto Start
6/24/2025,Tarik Skubal,ATH,DET,16,13.6,20.84666667,Auto Start
6/29/2025,Tarik Skubal,MIN,DET,37,16,20.54375,Auto Start
7/6/2025,Tarik Skubal,CLE,CLE,28,37,21.51176471,Auto Start
7/11/2025,Tarik Skubal,SEA,DET,6,28,21.87222222,Auto Start
7/20/2025,Tarik Skubal,TEX,TEX,23.6,6,21.03684211,Auto Start
7/26/2025,Tarik Skubal,TOR,DET,17,23.6,21.165,Auto Start
8/2/2025,Tarik Skubal,PHI,PHI,25,17,20.96666667,Auto Start
8/8/2025,Tarik Skubal,LAA,DET,2.6,25,21.15,Auto Start
8/14/2025,Tarik Skubal,MIN,MIN,10,2.6,20.34347826,NA
8/19/2025,Tarik Skubal,HOU,DET,26,10,19.9125,Auto Start
8/25/2025,Tarik Skubal,ATH,ATH,21.6,26,20.156,Auto Start
8/31/2025,Tarik Skubal,KCR,KCR,24,21.6,20.21153846,Auto Start
9/6/2025,Tarik Skubal,CHW,DET,29,24,20.35185185,Auto Start
9/12/2025,Tarik Skubal,MIA,MIA,-0.7,29,20.66071429,NA
9/18/2025,Tarik Skubal,CLE,DET,16,-0.7,19.92413793,Auto Start
9/23/2025,Tarik Skubal,CLE,CLE,17,16,19.79333333,Auto Start
6/18/2025,Trevor Rogers,TBR,TBR,-3.7,21.3,21.3,Do Not Start
6/23/2025,Trevor Rogers,TEX,BAL,30,-3.7,8.8,Questionable Start
6/30/2025,Trevor Rogers,TEX,TEX,10.3,30,15.86666667,Probably Start
7/6/2025,Trevor Rogers,ATL,ATL,23.6,10.3,14.475,Questionable Start
7/12/2025,Trevor Rogers,MIA,BAL,20.6,23.6,16.3,Probably Start
7/20/2025,Trevor Rogers,TBR,TBR,15,20.6,17.01666667,Probably Start
7/26/2025,Trevor Rogers,COL,BAL,29,15,16.72857143,Probably Start
8/1/2025,Trevor Rogers,CHC,CHC,26,29,18.2625,Probably Start
8/6/2025,Trevor Rogers,PHI,PHI,17,26,19.12222222,Probably Start
8/13/2025,Trevor Rogers,SEA,BAL,21,17,18.91,Auto Start
8/18/2025,Trevor Rogers,BOS,BOS,26,21,19.1,Probably Start
8/24/2025,Trevor Rogers,HOU,BAL,25,26,19.675,Auto Start
8/30/2025,Trevor Rogers,SFG,SFG,24,25,20.08461538,Auto Start
9/6/2025,Trevor Rogers,LAD,BAL,8.3,24,20.36428571,Auto Start
9/12/2025,Trevor Rogers,TOR,TOR,14,8.3,19.56,Auto Start
9/19/2025,Trevor Rogers,NYY,BAL,27,14,19.2125,Auto Start
9/26/2025,Trevor Rogers,NYY,NYY,-6,27,19.67058824,Auto Start
4/7/2025,Matthew Liberatore,PIT,PIT,7.3,10,10,Questionable Start
4/13/2025,Matthew Liberatore,PHI,STL,26,7.3,8.65,Do Not Start
4/19/2025,Matthew Liberatore,NYM,NYM,13.6,26,14.43333333,Questionable Start
4/25/2025,Matthew Liberatore,MIL,STL,20,13.6,14.225,Probably Start
5/1/2025,Matthew Liberatore,CIN,CIN,4,20,15.38,Probably Start
5/6/2025,Matthew Liberatore,PIT,STL,26,4,13.48333333,Probably Start
5/12/2025,Matthew Liberatore,PHI,PHI,7.3,26,15.27142857,Questionable Start
5/18/2025,Matthew Liberatore,KCR,KCR,14,7.3,14.275,Probably Start
5/24/2025,Matthew Liberatore,ARI,STL,17,14,14.24444444,Questionable Start
5/30/2025,Matthew Liberatore,TEX,TEX,4,17,14.52,Probably Start
6/5/2025,Matthew Liberatore,KCR,STL,-9,4,13.56363636,Probably Start
6/11/2025,Matthew Liberatore,TOR,STL,-1,-9,11.68333333,Questionable Start
6/17/2025,Matthew Liberatore,CHW,CHW,18,-1,10.70769231,Probably Start
6/23/2025,Matthew Liberatore,CHC,STL,20,18,11.22857143,Questionable Start
6/29/2025,Matthew Liberatore,CLE,CLE,20,20,11.81333333,Probably Start
7/5/2025,Matthew Liberatore,CHC,CHC,7,20,12.325,Questionable Start
7/11/2025,Matthew Liberatore,ATL,STL,-13,7,12.01176471,Probably Start
7/26/2025,Matthew Liberatore,SDP,STL,5.3,-13,10.62222222,Probably Start
8/1/2025,Matthew Liberatore,SDP,SDP,5.3,5.3,10.34210526,Questionable Start
8/6/2025,Matthew Liberatore,LAD,LAD,2,5.3,10.09,Do Not Start
8/12/2025,Matthew Liberatore,COL,STL,4,2,9.704761905,Probably Start
8/18/2025,Matthew Liberatore,MIA,MIA,8,4,9.445454545,Questionable Start
8/24/2025,Matthew Liberatore,TBR,TBR,3.3,8,9.382608696,Do Not Start
8/29/2025,Matthew Liberatore,CIN,CIN,3,3.3,9.129166667,Do Not Start
9/3/2025,Matthew Liberatore,ATH,STL,22.3,3,8.884,Questionable Start
9/9/2025,Matthew Liberatore,SEA,SEA,-6,22.3,9.4,Do Not Start
9/15/2025,Matthew Liberatore,CIN,STL,15,-6,8.82962963,Questionable Start
9/21/2025,Matthew Liberatore,MIL,STL,18,15,9.05,Do Not Start
4/5/2025,Taj Bradley,TEX,TEX,8,21,21,Probably Start
4/11/2025,Taj Bradley,ATL,TBR,21,8,14.5,Probably Start
4/17/2025,Taj Bradley,NYY,TBR,-6.7,21,16.66666667,Questionable Start
4/23/2025,Taj Bradley,ARI,ARI,7,-6.7,10.825,Questionable Start
4/29/2025,Taj Bradley,KCR,TBR,11,7,10.06,Questionable Start
5/4/2025,Taj Bradley,NYY,NYY,10.3,11,10.21666667,Do Not Start
5/10/2025,Taj Bradley,MIL,TBR,14,10.3,10.22857143,Questionable Start
5/16/2025,Taj Bradley,MIA,MIA,-1,14,10.7,Probably Start
5/21/2025,Taj Bradley,HOU,TBR,20,-1,9.4,Questionable Start
5/27/2025,Taj Bradley,MIN,TBR,17,20,10.46,Questionable Start
6/1/2025,Taj Bradley,HOU,HOU,26,17,11.05454545,Questionable Start
6/7/2025,Taj Bradley,MIA,TBR,-8,26,12.3,Probably Start
6/13/2025,Taj Bradley,NYM,NYM,9,-8,10.73846154,Questionable Start
6/18/2025,Taj Bradley,BAL,TBR,-13.7,9,10.61428571,Questionable Start
6/24/2025,Taj Bradley,KCR,KCR,24.6,-13.7,8.993333333,Do Not Start
6/29/2025,Taj Bradley,BAL,BAL,-1.7,24.6,9.96875,Do Not Start
7/5/2025,Taj Bradley,MIN,MIN,7.6,-1.7,9.282352941,Do Not Start
7/10/2025,Taj Bradley,BOS,BOS,16,7.6,9.188888889,Do Not Start
7/18/2025,Taj Bradley,BAL,TBR,25,16,9.547368421,Do Not Start
7/23/2025,Taj Bradley,CHW,TBR,-11.4,25,10.32,Questionable Start
8/24/2025,Taj Bradley,CHW,CHW,-8,-11.4,9.285714286,Do Not Start
8/30/2025,Taj Bradley,SDP,MIN,15,-8,8.5,Do Not Start
9/4/2025,Taj Bradley,CHW,MIN,5,15,8.782608696,Questionable Start
9/10/2025,Taj Bradley,LAA,LAA,11.3,5,8.625,Do Not Start
9/17/2025,Taj Bradley,NYY,MIN,-9,11.3,8.732,Do Not Start
9/24/2025,Taj Bradley,TEX,TEX,21,-9,8.05,Questionable Start
4/21/2025,Keider Montero,SDP,DET,0.3,4,4,NA
